"cve_mun","categoria","valor","cve","original"
"30016","sem_mujeres",2,"mujeres",-7.8669910786699
"30016","sem_jovenes",1,"jovenes",-27.4647887323944
"30016","sem_mayores",1,"mayores",-25.0359712230216
"30016","sem_uma",1,"uma",-30.3551972107213
"30016","sem_pyme",3,"pyme",3.24357405140761
"30016","moda",1,NA,NA
"30017","sem_total",1,"total",-12.4161073825503
"30017","sem_mujeres",1,"mujeres",-53.3333333333333
"30017","sem_jovenes",1,"jovenes",-30.188679245283
"30017","sem_mayores",3,"mayores",18.75
"30017","sem_uma",1,"uma",-22.9591836734694
"30017","sem_pyme",3,"pyme",483.333333333333
"30017","moda",1,NA,NA
"30018","sem_total",2,"total",-1.12994350282486
"30018","sem_mujeres",3,"mujeres",15.6862745098039
"30018","sem_jovenes",1,"jovenes",-16.1290322580645
"30018","sem_mayores",2,"mayores",-1.11022302462516e-14
"30018","sem_uma",3,"uma",4.38247011952189
"30018","sem_pyme",2,"pyme",-1.14942528735633
"30018","moda",2,NA,NA
"30019","sem_total",3,"total",122.222222222222
"30019","sem_mujeres",2,"mujeres",0
"30019","sem_jovenes",3,"jovenes",200
"30019","sem_mayores",3,"mayores",200
"30019","sem_uma",3,"uma",122.222222222222
"30019","sem_pyme",3,"pyme",122.222222222222
"30019","moda",3,NA,NA
"30020","sem_total",3,"total",38.4615384615385
"30020","sem_mujeres",3,"mujeres",200
"30020","sem_jovenes",3,"jovenes",33.3333333333333
"30020","sem_mayores",1,"mayores",-50
"30020","sem_uma",3,"uma",38.4615384615385
"30020","sem_pyme",3,"pyme",38.4615384615385
"30020","moda",3,NA,NA
"30021","sem_total",1,"total",-26.862645717182
"30021","sem_mujeres",1,"mujeres",-15.8586688578472
"30021","sem_jovenes",1,"jovenes",-38.4133611691023
"30021","sem_mayores",1,"mayores",-22.7307990690458
"30021","sem_uma",1,"uma",-34.7452018530775
"30021","sem_pyme",3,"pyme",13.854351687389
"30021","moda",1,NA,NA
"30022","sem_total",3,"total",17.1428571428571
"30022","sem_mujeres",1,"mujeres",-11.1111111111111
"30022","sem_jovenes",3,"jovenes",33.3333333333333
"30022","sem_mayores",3,"mayores",14.2857142857143
"30022","sem_uma",3,"uma",17.1428571428571
"30022","sem_pyme",3,"pyme",17.1428571428571
"30022","moda",3,NA,NA
"30023","sem_total",3,"total",42.0454545454545
"30023","sem_mujeres",3,"mujeres",22.5806451612903
"30023","sem_jovenes",3,"jovenes",83.3333333333333
"30023","sem_mayores",3,"mayores",61.5384615384616
"30023","sem_uma",3,"uma",43.0232558139535
"30023","sem_pyme",3,"pyme",42.0454545454545
"30023","moda",3,NA,NA
"30024","sem_total",2,"total",-1.11022302462516e-14
"30024","sem_mujeres",NA,"mujeres",NA
"30024","sem_jovenes",2,"jovenes",0
"30024","sem_mayores",3,"mayores",33.3333333333333
"30024","sem_uma",2,"uma",0
"30024","sem_pyme",2,"pyme",-1.11022302462516e-14
"30024","moda",2,NA,NA
"30025","sem_total",2,"total",0
"30025","sem_mujeres",2,"mujeres",0
"30025","sem_jovenes",1,"jovenes",-50
"30025","sem_mayores",NA,"mayores",NA
"30025","sem_uma",2,"uma",0
"30025","sem_pyme",2,"pyme",0
"30025","moda",2,NA,NA
"30026","sem_total",2,"total",-7.16743119266054
"30026","sem_mujeres",2,"mujeres",-9.93071593533487
"30026","sem_jovenes",1,"jovenes",-17.3728813559322
"30026","sem_mayores",2,"mayores",-0.943396226415105
"30026","sem_uma",2,"uma",-3.49309504467913
"30026","sem_pyme",1,"pyme",-10.1990049751244
"30026","moda",2,NA,NA
"30028","sem_total",1,"total",-10.8697601434656
"30028","sem_mujeres",1,"mujeres",-12.0797149855266
"30028","sem_jovenes",1,"jovenes",-19.7049525816649
"30028","sem_mayores",2,"mayores",-4.08805031446543
"30028","sem_uma",2,"uma",-9.67329658918444
"30028","sem_pyme",2,"pyme",-4.24610573164133
"30028","moda",1,NA,NA
"30028","sem_total",1,"total",-10.8697601434656
"30028","sem_mujeres",1,"mujeres",-12.0797149855266
"30028","sem_jovenes",1,"jovenes",-19.7049525816649
"30028","sem_mayores",2,"mayores",-4.08805031446543
"30028","sem_uma",2,"uma",-9.67329658918444
"30028","sem_pyme",2,"pyme",-4.24610573164133
"30028","moda",2,NA,NA
"30029","sem_total",1,"total",-50
"30029","sem_mujeres",NA,"mujeres",NA
"30029","sem_jovenes",NA,"jovenes",NA
"30029","sem_mayores",NA,"mayores",NA
"30029","sem_uma",1,"uma",-50
"30029","sem_pyme",1,"pyme",-50
"30029","moda",1,NA,NA
"30030","sem_total",2,"total",-4.29621254946296
"30030","sem_mujeres",1,"mujeres",-10.4333868378812
"30030","sem_jovenes",1,"jovenes",-16.9230769230769
"30030","sem_mayores",3,"mayores",3.93939393939395
"30030","sem_uma",2,"uma",-3.89278876834716
"30030","sem_pyme",2,"pyme",-0.73917634635694
"30030","moda",2,NA,NA
"30031","sem_total",3,"total",6.89655172413792
"30031","sem_mujeres",3,"mujeres",25
"30031","sem_jovenes",1,"jovenes",-88.8888888888889
"30031","sem_mayores",3,"mayores",33.3333333333333
"30031","sem_uma",3,"uma",6.89655172413792
"30031","sem_pyme",3,"pyme",6.89655172413792
"30031","moda",3,NA,NA
"30032","sem_total",3,"total",1.64835164835166
"30032","sem_mujeres",2,"mujeres",-5.23917995444189
"30032","sem_jovenes",2,"jovenes",-5.17241379310345
"30032","sem_mayores",2,"mayores",-0.862068965517238
"30032","sem_uma",3,"uma",2.14216163583254
"30032","sem_pyme",3,"pyme",11.2449799196787
"30032","moda",2,NA,NA
"30032","sem_total",3,"total",1.64835164835166
"30032","sem_mujeres",2,"mujeres",-5.23917995444189
"30032","sem_jovenes",2,"jovenes",-5.17241379310345
"30032","sem_mayores",2,"mayores",-0.862068965517238
"30032","sem_uma",3,"uma",2.14216163583254
"30032","sem_pyme",3,"pyme",11.2449799196787
"30032","moda",3,NA,NA
"30033","sem_total",1,"total",-31.2775330396476
"30033","sem_mujeres",1,"mujeres",-20.7547169811321
"30033","sem_jovenes",1,"jovenes",-51.8518518518519
"30033","sem_mayores",1,"mayores",-18.1818181818182
"30033","sem_uma",1,"uma",-31.1111111111111
"30033","sem_pyme",2,"pyme",-7.84313725490196
"30033","moda",1,NA,NA
"30034","sem_total",2,"total",-0.284090909090939
"30034","sem_mujeres",3,"mujeres",2.22044604925031e-14
"30034","sem_jovenes",2,"jovenes",-1.1627906976744
"30034","sem_mayores",2,"mayores",-7.69230769230771
"30034","sem_uma",3,"uma",0.156006240249651
"30034","sem_pyme",2,"pyme",-0.284090909090939
"30034","moda",2,NA,NA
"30035","sem_total",2,"total",0
"30035","sem_mujeres",2,"mujeres",0
"30035","sem_jovenes",NA,"jovenes",NA
"30035","sem_mayores",2,"mayores",0
"30035","sem_uma",2,"uma",0
"30035","sem_pyme",2,"pyme",0
"30035","moda",2,NA,NA
"30036","sem_total",3,"total",7.69230769230769
"30036","sem_mujeres",3,"mujeres",13.3333333333333
"30036","sem_jovenes",3,"jovenes",14.2857142857143
"30036","sem_mayores",2,"mayores",0
"30036","sem_uma",3,"uma",7.69230769230769
"30036","sem_pyme",3,"pyme",7.69230769230769
"30036","moda",3,NA,NA
"30038","sem_total",2,"total",-7.05819540843567
"30038","sem_mujeres",2,"mujeres",-5.96050269299817
"30038","sem_jovenes",1,"jovenes",-15.609756097561
"30038","sem_mayores",2,"mayores",-5.25908739365818
"30038","sem_uma",1,"uma",-11.8324432576769
"30038","sem_pyme",2,"pyme",-1.80868167202575
"30038","moda",2,NA,NA
"30039","sem_total",2,"total",-4.33454521307501
"30039","sem_mujeres",2,"mujeres",-6.63472507415015
"30039","sem_jovenes",2,"jovenes",-9.46070069544679
"30039","sem_mayores",2,"mayores",-7.00586463781899
"30039","sem_uma",2,"uma",-4.63015482868006
"30039","sem_pyme",2,"pyme",-0.87112477581347
"30039","moda",2,NA,NA
"30040","sem_total",2,"total",-8.29406220546651
"30040","sem_mujeres",2,"mujeres",-7.42574257425742
"30040","sem_jovenes",2,"jovenes",-7.18232044198897
"30040","sem_mayores",3,"mayores",9.6153846153846
"30040","sem_uma",1,"uma",-11.2903225806452
"30040","sem_pyme",1,"pyme",-16.6419019316493
"30040","moda",2,NA,NA
"30041","sem_total",3,"total",100
"30041","sem_mujeres",3,"mujeres",100
"30041","sem_jovenes",NA,"jovenes",NA
"30041","sem_mayores",NA,"mayores",NA
"30041","sem_uma",3,"uma",100
"30041","sem_pyme",3,"pyme",100
"30041","moda",3,NA,NA
"30042","sem_total",3,"total",52.9411764705882
"30042","sem_mujeres",2,"mujeres",0
"30042","sem_jovenes",3,"jovenes",33.3333333333333
"30042","sem_mayores",3,"mayores",200
"30042","sem_uma",3,"uma",52.9411764705882
"30042","sem_pyme",3,"pyme",52.9411764705882
"30042","moda",3,NA,NA
"30043","sem_total",1,"total",-20
"30043","sem_mujeres",NA,"mujeres",NA
"30043","sem_jovenes",NA,"jovenes",NA
"30043","sem_mayores",2,"mayores",0
"30043","sem_uma",1,"uma",-20
"30043","sem_pyme",1,"pyme",-20
"30043","moda",1,NA,NA
"30044","sem_total",2,"total",-1.6717565886212
"30044","sem_mujeres",2,"mujeres",-0.586986386911448
"30044","sem_jovenes",2,"jovenes",-3.84685175104335
"30044","sem_mayores",2,"mayores",-1.1496844003607
"30044","sem_uma",2,"uma",-1.57929370475982
"30044","sem_pyme",2,"pyme",-2.38080359932513
"30044","moda",2,NA,NA
"30045","sem_total",1,"total",-21.3275613275613
"30045","sem_mujeres",2,"mujeres",-2.17807563427479
"30045","sem_jovenes",1,"jovenes",-47.1778487752929
"30045","sem_mayores",1,"mayores",-21.8691588785047
"30045","sem_uma",1,"uma",-48.9107088063823
"30045","sem_pyme",2,"pyme",-7.2232089994079
"30045","moda",1,NA,NA
"30046","sem_total",1,"total",-19.1666666666667
"30046","sem_mujeres",1,"mujeres",-15.9090909090909
"30046","sem_jovenes",2,"jovenes",0
"30046","sem_mayores",2,"mayores",-8
"30046","sem_uma",1,"uma",-19.8275862068966
"30046","sem_pyme",1,"pyme",-19.1666666666667
"30046","moda",1,NA,NA
"30047","sem_total",2,"total",-8.91238670694865
"30047","sem_mujeres",2,"mujeres",-8.52713178294574
"30047","sem_jovenes",1,"jovenes",-13.6363636363636
"30047","sem_mayores",2,"mayores",-4.1666666666667
"30047","sem_uma",2,"uma",-9.77564102564104
"30047","sem_pyme",3,"pyme",1.48975791433892
"30047","moda",2,NA,NA
"30048","sem_total",2,"total",-2.60183407976115
"30048","sem_mujeres",3,"mujeres",0.881953867028473
"30048","sem_jovenes",2,"jovenes",-9.20810313075508
"30048","sem_mayores",1,"mayores",-11.9047619047619
"30048","sem_uma",2,"uma",-6.47994303346784
"30048","sem_pyme",3,"pyme",0.0564652738565652
"30048","moda",2,NA,NA
"30049","sem_total",2,"total",-2.71444082519001
"30049","sem_mujeres",3,"mujeres",2.45398773006134
"30049","sem_jovenes",2,"jovenes",-8.88888888888889
"30049","sem_mayores",2,"mayores",-5.68181818181818
"30049","sem_uma",2,"uma",-3.36322869955159
"30049","sem_pyme",2,"pyme",-0.383141762452122
"30049","moda",2,NA,NA
"30050","sem_total",1,"total",-50
"30050","sem_mujeres",NA,"mujeres",NA
"30050","sem_jovenes",NA,"jovenes",NA
"30050","sem_mayores",1,"mayores",-66.6666666666667
"30050","sem_uma",1,"uma",-50
"30050","sem_pyme",1,"pyme",-50
"30050","moda",1,NA,NA
"30051","sem_total",2,"total",-8.88888888888888
"30051","sem_mujeres",2,"mujeres",-6.25
"30051","sem_jovenes",1,"jovenes",-25
"30051","sem_mayores",1,"mayores",-50
"30051","sem_uma",2,"uma",-9.30232558139535
"30051","sem_pyme",2,"pyme",-8.88888888888888
"30051","moda",2,NA,NA
"30052","sem_total",1,"total",-21.4531680440771
"30052","sem_mujeres",1,"mujeres",-12.8731343283582
"30052","sem_jovenes",1,"jovenes",-31.3513513513514
"30052","sem_mayores",1,"mayores",-11.4566284779051
"30052","sem_uma",1,"uma",-22.751677852349
"30052","sem_pyme",3,"pyme",80.2631578947368
"30052","moda",1,NA,NA
"30053","sem_total",1,"total",-12.4727159338946
"30053","sem_mujeres",3,"mujeres",3.17622950819672
"30053","sem_jovenes",1,"jovenes",-16.7721518987342
"30053","sem_mayores",1,"mayores",-18.6612576064909
"30053","sem_uma",1,"uma",-17.2182468694096
"30053","sem_pyme",3,"pyme",2.18102508178843
"30053","moda",1,NA,NA
"30054","sem_total",3,"total",14.5454545454546
"30054","sem_mujeres",1,"mujeres",-11.7647058823529
"30054","sem_jovenes",3,"jovenes",300
"30054","sem_mayores",2,"mayores",-8.33333333333334
"30054","sem_uma",3,"uma",16
"30054","sem_pyme",3,"pyme",14.5454545454546
"30054","moda",3,NA,NA
"30055","sem_total",3,"total",16.6666666666667
"30055","sem_mujeres",3,"mujeres",40
"30055","sem_jovenes",3,"jovenes",150
"30055","sem_mayores",3,"mayores",10.5263157894737
"30055","sem_uma",3,"uma",15.2777777777778
"30055","sem_pyme",3,"pyme",80
"30055","moda",3,NA,NA
"30058","sem_total",1,"total",-20.6730769230769
"30058","sem_mujeres",2,"mujeres",-4.00000000000003
"30058","sem_jovenes",1,"jovenes",-52.3809523809524
"30058","sem_mayores",1,"mayores",-26.6666666666667
"30058","sem_uma",1,"uma",-25.3086419753087
"30058","sem_pyme",1,"pyme",-32.1167883211679
"30058","moda",1,NA,NA
"30059","sem_total",2,"total",-4.177545691906
"30059","sem_mujeres",3,"mujeres",9.92366412213737
"30059","sem_jovenes",3,"jovenes",28.4090909090909
"30059","sem_mayores",1,"mayores",-21.4814814814815
"30059","sem_uma",2,"uma",-7.94044665012408
"30059","sem_pyme",3,"pyme",24.2647058823529
"30059","moda",3,NA,NA
"30060","sem_total",2,"total",-1.11022302462516e-14
"30060","sem_mujeres",2,"mujeres",-7.69230769230769
"30060","sem_jovenes",1,"jovenes",-15.3846153846154
"30060","sem_mayores",2,"mayores",0
"30060","sem_uma",2,"uma",-2.27272727272729
"30060","sem_pyme",2,"pyme",-1.11022302462516e-14
"30060","moda",2,NA,NA
"30061","sem_total",3,"total",2.24654377880187
"30061","sem_mujeres",2,"mujeres",-0.607902735562305
"30061","sem_jovenes",3,"jovenes",5.90277777777781
"30061","sem_mayores",3,"mayores",3.64963503649636
"30061","sem_uma",3,"uma",2.5390625
"30061","sem_pyme",3,"pyme",1.28654970760231
"30061","moda",3,NA,NA
"30062","sem_total",3,"total",130.769230769231
"30062","sem_mujeres",1,"mujeres",-30.7692307692308
"30062","sem_jovenes",3,"jovenes",62.5
"30062","sem_mayores",3,"mayores",300
"30062","sem_uma",3,"uma",128
"30062","sem_pyme",3,"pyme",23.0769230769231
"30062","moda",3,NA,NA
"30063","sem_total",2,"total",-4.00000000000003
"30063","sem_mujeres",2,"mujeres",0
"30063","sem_jovenes",NA,"jovenes",NA
"30063","sem_mayores",3,"mayores",25
"30063","sem_uma",2,"uma",-4.00000000000003
"30063","sem_pyme",2,"pyme",-4.00000000000003
"30063","moda",2,NA,NA
"30064","sem_total",2,"total",0
"30064","sem_mujeres",NA,"mujeres",NA
"30064","sem_jovenes",NA,"jovenes",NA
"30064","sem_mayores",2,"mayores",0
"30064","sem_uma",2,"uma",0
"30064","sem_pyme",2,"pyme",0
"30064","moda",2,NA,NA
"30065","sem_total",3,"total",2.45680542392648
"30065","sem_mujeres",3,"mujeres",8.58936981385965
"30065","sem_jovenes",3,"jovenes",12.1086828115771
"30065","sem_mayores",2,"mayores",-4.1083916083916
"30065","sem_uma",3,"uma",2.85319834330418
"30065","sem_pyme",3,"pyme",5.10067114093959
"30065","moda",3,NA,NA
"30066","sem_total",3,"total",21.4285714285714
"30066","sem_mujeres",3,"mujeres",60
"30066","sem_jovenes",3,"jovenes",16.6666666666667
"30066","sem_mayores",2,"mayores",0
"30066","sem_uma",3,"uma",18.5185185185185
"30066","sem_pyme",3,"pyme",21.4285714285714
"30066","moda",3,NA,NA
"30067","sem_total",NA,"total",NA
"30067","sem_mujeres",NA,"mujeres",NA
"30067","sem_jovenes",NA,"jovenes",NA
"30067","sem_mayores",NA,"mayores",NA
"30067","sem_uma",NA,"uma",NA
"30067","sem_pyme",NA,"pyme",NA
"30067","moda",NA,NA,NA
"30068","sem_total",2,"total",-4.58796541379918
"30068","sem_mujeres",2,"mujeres",-7.57134536983108
"30068","sem_jovenes",1,"jovenes",-15.2392947103275
"30068","sem_mayores",2,"mayores",-0.665188470066513
"30068","sem_uma",2,"uma",-4.6210720887246
"30068","sem_pyme",2,"pyme",-0.667302192564345
"30068","moda",2,NA,NA
"30069","sem_total",2,"total",-2.86783042394014
"30069","sem_mujeres",2,"mujeres",-2.54237288135595
"30069","sem_jovenes",1,"jovenes",-15.7303370786517
"30069","sem_mayores",2,"mayores",-6.86274509803923
"30069","sem_uma",3,"uma",1.06544901065448
"30069","sem_pyme",2,"pyme",-4.77759472817135
"30069","moda",2,NA,NA
"30070","sem_total",3,"total",150
"30070","sem_mujeres",3,"mujeres",700
"30070","sem_jovenes",3,"jovenes",500
"30070","sem_mayores",2,"mayores",0
"30070","sem_uma",3,"uma",150
"30070","sem_pyme",3,"pyme",150
"30070","moda",3,NA,NA
"30071","sem_total",3,"total",0.848806366047783
"30071","sem_mujeres",2,"mujeres",-1.64158686730506
"30071","sem_jovenes",2,"jovenes",-4.22535211267606
"30071","sem_mayores",2,"mayores",-3.57142857142859
"30071","sem_uma",3,"uma",1.02347983142685
"30071","sem_pyme",3,"pyme",0.581395348837188
"30071","moda",2,NA,NA
"30071","sem_total",3,"total",0.848806366047783
"30071","sem_mujeres",2,"mujeres",-1.64158686730506
"30071","sem_jovenes",2,"jovenes",-4.22535211267606
"30071","sem_mayores",2,"mayores",-3.57142857142859
"30071","sem_uma",3,"uma",1.02347983142685
"30071","sem_pyme",3,"pyme",0.581395348837188
"30071","moda",3,NA,NA
"30072","sem_total",1,"total",-17.3913043478261
"30072","sem_mujeres",2,"mujeres",-9.0909090909091
"30072","sem_jovenes",1,"jovenes",-25
"30072","sem_mayores",2,"mayores",0
"30072","sem_uma",1,"uma",-17.3913043478261
"30072","sem_pyme",1,"pyme",-17.3913043478261
"30072","moda",1,NA,NA
"30073","sem_total",1,"total",-50.3975014196479
"30073","sem_mujeres",1,"mujeres",-24.3243243243243
"30073","sem_jovenes",1,"jovenes",-80
"30073","sem_mayores",1,"mayores",-40.4185022026432
"30073","sem_uma",1,"uma",-77.3480662983425
"30073","sem_pyme",1,"pyme",-11.5
"30073","moda",1,NA,NA
"30074","sem_total",3,"total",9.28167877320418
"30074","sem_mujeres",3,"mujeres",16.734693877551
"30074","sem_jovenes",3,"jovenes",21.301775147929
"30074","sem_mayores",2,"mayores",-1.40845070422536
"30074","sem_uma",3,"uma",16.919959473151
"30074","sem_pyme",1,"pyme",-12.9120879120879
"30074","moda",3,NA,NA
"30075","sem_total",3,"total",14.2857142857143
"30075","sem_mujeres",3,"mujeres",8.33333333333333
"30075","sem_jovenes",2,"jovenes",0
"30075","sem_mayores",3,"mayores",33.3333333333333
"30075","sem_uma",3,"uma",14.6341463414634
"30075","sem_pyme",3,"pyme",14.2857142857143
"30075","moda",3,NA,NA
"30077","sem_total",2,"total",-0.167879127028536
"30077","sem_mujeres",2,"mujeres",-0.683760683760681
"30077","sem_jovenes",1,"jovenes",-15.4440154440155
"30077","sem_mayores",3,"mayores",2.45098039215688
"30077","sem_uma",2,"uma",-1.10032362459547
"30077","sem_pyme",3,"pyme",1.63132137030995
"30077","moda",2,NA,NA
"30078","sem_total",3,"total",600
"30078","sem_mujeres",3,"mujeres",400
"30078","sem_jovenes",3,"jovenes",200
"30078","sem_mayores",NA,"mayores",NA
"30078","sem_uma",3,"uma",600
"30078","sem_pyme",3,"pyme",600
"30078","moda",3,NA,NA
"30080","sem_total",1,"total",-31.8181818181818
"30080","sem_mujeres",2,"mujeres",-8.51063829787234
"30080","sem_jovenes",1,"jovenes",-67.5675675675676
"30080","sem_mayores",1,"mayores",-37.5
"30080","sem_uma",1,"uma",-35.8695652173913
"30080","sem_pyme",3,"pyme",56
"30080","moda",1,NA,NA
"30081","sem_total",3,"total",2.92397660818711
"30081","sem_mujeres",2,"mujeres",-7.14285714285717
"30081","sem_jovenes",3,"jovenes",14.2857142857143
"30081","sem_mayores",3,"mayores",26.6666666666667
"30081","sem_uma",3,"uma",3.57142857142856
"30081","sem_pyme",3,"pyme",2.92397660818711
"30081","moda",3,NA,NA
"30082","sem_total",3,"total",3.76811594202899
"30082","sem_mujeres",3,"mujeres",9.43396226415096
"30082","sem_jovenes",3,"jovenes",3.44827586206895
"30082","sem_mayores",2,"mayores",-1.11022302462516e-14
"30082","sem_uma",3,"uma",4.54545454545452
"30082","sem_pyme",3,"pyme",52.3076923076923
"30082","moda",3,NA,NA
"30083","sem_total",2,"total",-9.99999999999999
"30083","sem_mujeres",3,"mujeres",5.88235294117645
"30083","sem_jovenes",2,"jovenes",-9.09090909090909
"30083","sem_mayores",1,"mayores",-50
"30083","sem_uma",2,"uma",-9.99999999999998
"30083","sem_pyme",2,"pyme",-9.99999999999999
"30083","moda",2,NA,NA
"30084","sem_total",1,"total",-38.3333333333333
"30084","sem_mujeres",1,"mujeres",-21.4285714285714
"30084","sem_jovenes",3,"jovenes",4.44089209850063e-14
"30084","sem_mayores",1,"mayores",-20
"30084","sem_uma",1,"uma",-38.3333333333333
"30084","sem_pyme",1,"pyme",-38.3333333333333
"30084","moda",1,NA,NA
"30085","sem_total",2,"total",-5.27202290719219
"30085","sem_mujeres",2,"mujeres",-3.44149459193707
"30085","sem_jovenes",1,"jovenes",-11.043412033511
"30085","sem_mayores",2,"mayores",-9.1101694915254
"30085","sem_uma",2,"uma",-9.94710359953553
"30085","sem_pyme",3,"pyme",2.6593075765178
"30085","moda",2,NA,NA
"30086","sem_total",1,"total",-19.7418375094913
"30086","sem_mujeres",1,"mujeres",-24.7950819672131
"30086","sem_jovenes",1,"jovenes",-26.8421052631579
"30086","sem_mayores",3,"mayores",11.7647058823529
"30086","sem_uma",1,"uma",-20.8564631245044
"30086","sem_pyme",1,"pyme",-20.6185567010309
"30086","moda",1,NA,NA
"30087","sem_total",2,"total",-0.812987571278667
"30087","sem_mujeres",2,"mujeres",-0.412263235819665
"30087","sem_jovenes",1,"jovenes",-11.7199768575915
"30087","sem_mayores",3,"mayores",4.73540529189418
"30087","sem_uma",3,"uma",9.68446860675833
"30087","sem_pyme",2,"pyme",-6.17097881604287
"30087","moda",2,NA,NA
"30088","sem_total",2,"total",-7.40740740740741
"30088","sem_mujeres",1,"mujeres",-11.1111111111111
"30088","sem_jovenes",NA,"jovenes",NA
"30088","sem_mayores",3,"mayores",50
"30088","sem_uma",2,"uma",-7.40740740740741
"30088","sem_pyme",2,"pyme",-7.40740740740741
"30088","moda",2,NA,NA
"30089","sem_total",2,"total",-0.128205128205139
"30089","sem_mujeres",2,"mujeres",-7.34597156398103
"30089","sem_jovenes",3,"jovenes",1.03092783505154
"30089","sem_mayores",2,"mayores",-4.95049504950497
"30089","sem_uma",3,"uma",2.19138056975896
"30089","sem_pyme",2,"pyme",-8.05687203791468
"30089","moda",2,NA,NA
"30090","sem_total",3,"total",7.46268656716422
"30090","sem_mujeres",3,"mujeres",36.8421052631579
"30090","sem_jovenes",3,"jovenes",166.666666666667
"30090","sem_mayores",1,"mayores",-35.2941176470588
"30090","sem_uma",3,"uma",7.57575757575757
"30090","sem_pyme",3,"pyme",7.46268656716422
"30090","moda",3,NA,NA
"30091","sem_total",3,"total",8.18713450292396
"30091","sem_mujeres",3,"mujeres",9.75609756097562
"30091","sem_jovenes",3,"jovenes",7.69230769230766
"30091","sem_mayores",2,"mayores",0
"30091","sem_uma",3,"uma",8.75912408759125
"30091","sem_pyme",3,"pyme",11.1111111111111
"30091","moda",3,NA,NA
"30092","sem_total",1,"total",-29.0712468193384
"30092","sem_mujeres",1,"mujeres",-44.2953020134228
"30092","sem_jovenes",1,"jovenes",-68.2310469314079
"30092","sem_mayores",3,"mayores",0.571428571428578
"30092","sem_uma",1,"uma",-19.9134199134199
"30092","sem_pyme",2,"pyme",-3.40909090909092
"30092","moda",1,NA,NA
"30093","sem_total",3,"total",10.2716274823099
"30093","sem_mujeres",3,"mujeres",13.03738317757
"30093","sem_jovenes",3,"jovenes",17.4446337308348
"30093","sem_mayores",2,"mayores",-1.20724346076458
"30093","sem_uma",3,"uma",11.0283812193412
"30093","sem_pyme",3,"pyme",6.08387477849972
"30093","moda",3,NA,NA
"30094","sem_total",3,"total",4.28265524625269
"30094","sem_mujeres",3,"mujeres",1.11111111111115
"30094","sem_jovenes",2,"jovenes",-5.45454545454549
"30094","sem_mayores",3,"mayores",2.22222222222219
"30094","sem_uma",3,"uma",5.59610705596107
"30094","sem_pyme",3,"pyme",4.11311053984575
"30094","moda",3,NA,NA
"30095","sem_total",2,"total",0
"30095","sem_mujeres",2,"mujeres",0
"30095","sem_jovenes",NA,"jovenes",NA
"30095","sem_mayores",3,"mayores",7.14285714285714
"30095","sem_uma",2,"uma",0
"30095","sem_pyme",2,"pyme",0
"30095","moda",2,NA,NA
"30096","sem_total",3,"total",50
"30096","sem_mujeres",NA,"mujeres",NA
"30096","sem_jovenes",NA,"jovenes",NA
"30096","sem_mayores",NA,"mayores",NA
"30096","sem_uma",3,"uma",50
"30096","sem_pyme",3,"pyme",50
"30096","moda",3,NA,NA
"30097","sem_total",1,"total",-22.2565480188046
"30097","sem_mujeres",2,"mujeres",-6.34482758620691
"30097","sem_jovenes",1,"jovenes",-43.5267857142857
"30097","sem_mayores",1,"mayores",-22.5484764542936
"30097","sem_uma",1,"uma",-49.7591385661661
"30097","sem_pyme",3,"pyme",6.50224215246638
"30097","moda",1,NA,NA
"30098","sem_total",3,"total",6.15251299826689
"30098","sem_mujeres",3,"mujeres",6.75249605885446
"30098","sem_jovenes",3,"jovenes",18.7369882026371
"30098","sem_mayores",3,"mayores",3.03413400758528
"30098","sem_uma",3,"uma",8.08896444255558
"30098","sem_pyme",3,"pyme",0.587774294670829
"30098","moda",3,NA,NA
"30099","sem_total",3,"total",20.4081632653061
"30099","sem_mujeres",1,"mujeres",-11.1111111111111
"30099","sem_jovenes",3,"jovenes",7.14285714285716
"30099","sem_mayores",2,"mayores",-2.22044604925031e-14
"30099","sem_uma",3,"uma",20.4081632653061
"30099","sem_pyme",3,"pyme",20.4081632653061
"30099","moda",3,NA,NA
"30100","sem_total",1,"total",-18.4438040345821
"30100","sem_mujeres",1,"mujeres",-24.2718446601942
"30100","sem_jovenes",1,"jovenes",-33.3333333333333
"30100","sem_mayores",1,"mayores",-23.5294117647059
"30100","sem_uma",1,"uma",-17.0807453416149
"30100","sem_pyme",3,"pyme",36.7149758454106
"30100","moda",1,NA,NA
"30101","sem_total",3,"total",3.33333333333332
"30101","sem_mujeres",2,"mujeres",-6.2015503875969
"30101","sem_jovenes",2,"jovenes",-9.30232558139535
"30101","sem_mayores",2,"mayores",-1.11022302462516e-14
"30101","sem_uma",3,"uma",3.76712328767124
"30101","sem_pyme",3,"pyme",8.40707964601772
"30101","moda",2,NA,NA
"30101","sem_total",3,"total",3.33333333333332
"30101","sem_mujeres",2,"mujeres",-6.2015503875969
"30101","sem_jovenes",2,"jovenes",-9.30232558139535
"30101","sem_mayores",2,"mayores",-1.11022302462516e-14
"30101","sem_uma",3,"uma",3.76712328767124
"30101","sem_pyme",3,"pyme",8.40707964601772
"30101","moda",3,NA,NA
"30102","sem_total",2,"total",-9.36357994897607
"30102","sem_mujeres",1,"mujeres",-10.6687620045399
"30102","sem_jovenes",1,"jovenes",-24.2624223602485
"30102","sem_mayores",2,"mayores",-4.16666666666664
"30102","sem_uma",2,"uma",-9.96289125524361
